trial,counts,energies,iteration,energies_dict,solved
27,"{'1110': 1, '0101': 1, '1111': 1, '0001': 85, '1011': 351, '0000': 51, '1010': 510}","{'H_AFM': -0.33399999999999996, 'H_FM': -0.33399999999999996, 'H_TF': -0.33399999999999996, 'H_XY': -0.33399999999999996, 'H_RF': -0.33399999999999996}",9,"{'H_AFM': -0.33399999999999996, 'H_FM': -0.33399999999999996, 'H_TF': -0.33399999999999996, 'H_XY': -0.33399999999999996, 'H_RF': -0.33399999999999996}",False
28,"{'0000': 14, '0010': 20, '0001': 146, '0110': 47, '0100': 72, '0101': 367, '0111': 234, '0011': 100}","{'H_AFM': 0.064, 'H_FM': 0.064, 'H_TF': 0.064, 'H_XY': 0.064, 'H_RF': 0.064}",9,"{'H_AFM': 0.064, 'H_FM': 0.064, 'H_TF': 0.064, 'H_XY': 0.064, 'H_RF': 0.064}",False
29,"{'0110': 7, '0100': 3, '0000': 16, '0010': 47, '0101': 33, '0001': 158, '0111': 122, '0011': 614}","{'H_AFM': 0.236, 'H_FM': 0.236, 'H_TF': 0.236, 'H_XY': 0.236, 'H_RF': 0.236}",9,"{'H_AFM': 0.236, 'H_FM': 0.236, 'H_TF': 0.236, 'H_XY': 0.236, 'H_RF': 0.236}",False
30,"{'0100': 1, '0001': 2, '1010': 2, '1011': 7, '1110': 17, '0101': 11, '0000': 4, '0110': 1, '1101': 531, '1100': 42, '1000': 284, '1001': 98}","{'H_AFM': -0.5200000000000001, 'H_FM': -0.5200000000000001, 'H_TF': -0.5200000000000001, 'H_XY': -0.5200000000000001, 'H_RF': -0.5200000000000001}",9,"{'H_AFM': -0.5200000000000001, 'H_FM': -0.5200000000000001, 'H_TF': -0.5200000000000001, 'H_XY': -0.5200000000000001, 'H_RF': -0.5200000000000001}",True
31,"{'1010': 11, '0110': 19, '1000': 18, '0100': 14, '1110': 465, '0000': 473}","{'H_AFM': 1.0259999999999998, 'H_FM': 1.0259999999999998, 'H_TF': 1.0259999999999998, 'H_XY': 1.0259999999999998, 'H_RF': 1.0259999999999998}",9,"{'H_AFM': 1.0259999999999998, 'H_FM': 1.0259999999999998, 'H_TF': 1.0259999999999998, 'H_XY': 1.0259999999999998, 'H_RF': 1.0259999999999998}",False
32,"{'1010': 242, '0000': 61, '0010': 672, '1000': 25}","{'H_AFM': 1.6380000000000001, 'H_FM': 1.6380000000000001, 'H_TF': 1.6380000000000001, 'H_XY': 1.6380000000000001, 'H_RF': 1.6380000000000001}",9,"{'H_AFM': 1.6380000000000001, 'H_FM': 1.6380000000000001, 'H_TF': 1.6380000000000001, 'H_XY': 1.6380000000000001, 'H_RF': 1.6380000000000001}",False
33,"{'0001': 227, '0000': 275, '1101': 242, '1100': 256}","{'H_AFM': 1.07, 'H_FM': 1.07, 'H_TF': 1.07, 'H_XY': 1.07, 'H_RF': 1.07}",9,"{'H_AFM': 1.07, 'H_FM': 1.07, 'H_TF': 1.07, 'H_XY': 1.07, 'H_RF': 1.07}",False
34,"{'0101': 6, '0001': 6, '0100': 6, '0110': 348, '0000': 4, '0010': 121, '0111': 114, '0011': 395}","{'H_AFM': 0.053999999999999965, 'H_FM': 0.053999999999999965, 'H_TF': 0.053999999999999965, 'H_XY': 0.053999999999999965, 'H_RF': 0.053999999999999965}",9,"{'H_AFM': 0.053999999999999965, 'H_FM': 0.053999999999999965, 'H_TF': 0.053999999999999965, 'H_XY': 0.053999999999999965, 'H_RF': 0.053999999999999965}",False
35,"{'1110': 8, '0100': 50, '1101': 137, '1111': 36, '0001': 15, '0111': 42, '0011': 43, '1011': 47, '0010': 138, '0000': 49, '1100': 49, '0110': 15, '1000': 46, '1001': 9, '0101': 137, '1010': 179}","{'H_AFM': 0.08200000000000005, 'H_FM': 0.08200000000000005, 'H_TF': 0.08200000000000005, 'H_XY': 0.08200000000000005, 'H_RF': 0.08200000000000005}",9,"{'H_AFM': 0.08200000000000005, 'H_FM': 0.08200000000000005, 'H_TF': 0.08200000000000005, 'H_XY': 0.08200000000000005, 'H_RF': 0.08200000000000005}",False
36,"{'1010': 32, '0010': 52, '0000': 248, '1001': 247, '1000': 170, '1011': 45, '0011': 24, '0001': 182}","{'H_AFM': 1.71, 'H_FM': 1.71, 'H_TF': 1.71, 'H_XY': 1.71, 'H_RF': 1.71}",9,"{'H_AFM': 1.71, 'H_FM': 1.71, 'H_TF': 1.71, 'H_XY': 1.71, 'H_RF': 1.71}",False
37,"{'1100': 92, '1110': 334, '0010': 135, '0000': 439}","{'H_AFM': 1.358, 'H_FM': 1.358, 'H_TF': 1.358, 'H_XY': 1.358, 'H_RF': 1.358}",9,"{'H_AFM': 1.358, 'H_FM': 1.358, 'H_TF': 1.358, 'H_XY': 1.358, 'H_RF': 1.358}",False
38,"{'0100': 8, '1110': 3, '1010': 22, '0110': 112, '1000': 156, '1100': 29, '0000': 98, '0010': 572}","{'H_AFM': 1.8579999999999999, 'H_FM': 1.8579999999999999, 'H_TF': 1.8579999999999999, 'H_XY': 1.8579999999999999, 'H_RF': 1.8579999999999999}",9,"{'H_AFM': 1.8579999999999999, 'H_FM': 1.8579999999999999, 'H_TF': 1.8579999999999999, 'H_XY': 1.8579999999999999, 'H_RF': 1.8579999999999999}",False
39,"{'0101': 28, '1101': 7, '0100': 32, '0000': 378, '1100': 3, '1000': 65, '1001': 59, '0001': 428}","{'H_AFM': 2.548, 'H_FM': 2.548, 'H_TF': 2.548, 'H_XY': 2.548, 'H_RF': 2.548}",9,"{'H_AFM': 2.548, 'H_FM': 2.548, 'H_TF': 2.548, 'H_XY': 2.548, 'H_RF': 2.548}",False
40,"{'0010': 22, '1011': 36, '0001': 133, '1111': 14, '1100': 75, '0111': 7, '0011': 32, '1010': 45, '0000': 136, '1001': 177, '0101': 39, '1110': 7, '0100': 26, '1101': 62, '1000': 179, '0110': 10}","{'H_AFM': 0.9840000000000001, 'H_FM': 0.9840000000000001, 'H_TF': 0.9840000000000001, 'H_XY': 0.9840000000000001, 'H_RF': 0.9840000000000001}",9,"{'H_AFM': 0.9840000000000001, 'H_FM': 0.9840000000000001, 'H_TF': 0.9840000000000001, 'H_XY': 0.9840000000000001, 'H_RF': 0.9840000000000001}",False
41,"{'0110': 13, '0001': 116, '0100': 305, '0101': 332, '0111': 20, '0011': 58, '0000': 101, '0010': 55}","{'H_AFM': 1.316, 'H_FM': 1.316, 'H_TF': 1.316, 'H_XY': 1.316, 'H_RF': 1.316}",9,"{'H_AFM': 1.316, 'H_FM': 1.316, 'H_TF': 1.316, 'H_XY': 1.316, 'H_RF': 1.316}",False
42,"{'1011': 2, '1010': 2, '0000': 73, '1111': 22, '0001': 54, '0100': 458, '1110': 21, '0101': 368}","{'H_AFM': 1.182, 'H_FM': 1.182, 'H_TF': 1.182, 'H_XY': 1.182, 'H_RF': 1.182}",9,"{'H_AFM': 1.182, 'H_FM': 1.182, 'H_TF': 1.182, 'H_XY': 1.182, 'H_RF': 1.182}",False
43,"{'1011': 5, '1100': 90, '0110': 4, '1000': 23, '0011': 1, '0111': 142, '1111': 125, '0001': 79, '0010': 129, '0000': 37, '1010': 117, '1110': 6, '1001': 80, '0101': 28, '1101': 36, '0100': 98}","{'H_AFM': -0.07199999999999995, 'H_FM': -0.07199999999999995, 'H_TF': -0.07199999999999995, 'H_XY': -0.07199999999999995, 'H_RF': -0.07199999999999995}",9,"{'H_AFM': -0.07199999999999995, 'H_FM': -0.07199999999999995, 'H_TF': -0.07199999999999995, 'H_XY': -0.07199999999999995, 'H_RF': -0.07199999999999995}",False
44,"{'1110': 126, '0100': 58, '1010': 213, '0110': 57, '0010': 104, '0000': 97, '1000': 208, '1100': 137}","{'H_AFM': 0.8759999999999999, 'H_FM': 0.8759999999999999, 'H_TF': 0.8759999999999999, 'H_XY': 0.8759999999999999, 'H_RF': 0.8759999999999999}",9,"{'H_AFM': 0.8759999999999999, 'H_FM': 0.8759999999999999, 'H_TF': 0.8759999999999999, 'H_XY': 0.8759999999999999, 'H_RF': 0.8759999999999999}",False
45,"{'0001': 129, '0000': 162, '0010': 345, '0011': 364}","{'H_AFM': 1.596, 'H_FM': 1.596, 'H_TF': 1.596, 'H_XY': 1.596, 'H_RF': 1.596}",9,"{'H_AFM': 1.596, 'H_FM': 1.596, 'H_TF': 1.596, 'H_XY': 1.596, 'H_RF': 1.596}",False
46,"{'1000': 1, '0001': 87, '0010': 20, '0000': 121, '1011': 3, '0011': 768}","{'H_AFM': 0.694, 'H_FM': 0.694, 'H_TF': 0.694, 'H_XY': 0.694, 'H_RF': 0.694}",9,"{'H_AFM': 0.694, 'H_FM': 0.694, 'H_TF': 0.694, 'H_XY': 0.694, 'H_RF': 0.694}",False
47,"{'0000': 207, '1100': 180, '1000': 307, '0100': 306}","{'H_AFM': 2.054, 'H_FM': 2.054, 'H_TF': 2.054, 'H_XY': 2.054, 'H_RF': 2.054}",9,"{'H_AFM': 2.054, 'H_FM': 2.054, 'H_TF': 2.054, 'H_XY': 2.054, 'H_RF': 2.054}",False
48,"{'1100': 4, '1110': 2, '0100': 5, '1011': 52, '0111': 58, '0011': 311, '0001': 337, '1111': 6, '1010': 8, '0010': 49, '0000': 51, '0101': 51, '1001': 42, '1101': 6, '1000': 11, '0110': 7}","{'H_AFM': 0.748, 'H_FM': 0.748, 'H_TF': 0.748, 'H_XY': 0.748, 'H_RF': 0.748}",9,"{'H_AFM': 0.748, 'H_FM': 0.748, 'H_TF': 0.748, 'H_XY': 0.748, 'H_RF': 0.748}",False
49,"{'1111': 8, '1011': 37, '0000': 846, '0100': 109}","{'H_AFM': 3.496, 'H_FM': 3.496, 'H_TF': 3.496, 'H_XY': 3.496, 'H_RF': 3.496}",9,"{'H_AFM': 3.496, 'H_FM': 3.496, 'H_TF': 3.496, 'H_XY': 3.496, 'H_RF': 3.496}",False
50,"{'1100': 82, '1101': 298, '0000': 263, '0001': 357}","{'H_AFM': 1.17, 'H_FM': 1.17, 'H_TF': 1.17, 'H_XY': 1.17, 'H_RF': 1.17}",9,"{'H_AFM': 1.17, 'H_FM': 1.17, 'H_TF': 1.17, 'H_XY': 1.17, 'H_RF': 1.17}",False
51,"{'0101': 4, '0110': 333, '0000': 1, '0010': 315, '0001': 5, '0111': 159, '0011': 183}","{'H_AFM': 0.326, 'H_FM': 0.326, 'H_TF': 0.326, 'H_XY': 0.326, 'H_RF': 0.326}",9,"{'H_AFM': 0.326, 'H_FM': 0.326, 'H_TF': 0.326, 'H_XY': 0.326, 'H_RF': 0.326}",False
52,"{'0100': 2, '0000': 8, '1010': 34, '1110': 19, '0101': 48, '0001': 85, '1111': 309, '1011': 495}","{'H_AFM': -2.058, 'H_FM': -2.058, 'H_TF': -2.058, 'H_XY': -2.058, 'H_RF': -2.058}",9,"{'H_AFM': -2.058, 'H_FM': -2.058, 'H_TF': -2.058, 'H_XY': -2.058, 'H_RF': -2.058}",True
53,"{'0001': 81, '1000': 138, '1001': 75, '1010': 178, '0000': 178, '0010': 173, '0011': 102, '1011': 75}","{'H_AFM': 1.346, 'H_FM': 1.346, 'H_TF': 1.346, 'H_XY': 1.346, 'H_RF': 1.346}",9,"{'H_AFM': 1.346, 'H_FM': 1.346, 'H_TF': 1.346, 'H_XY': 1.346, 'H_RF': 1.346}",False
54,"{'1011': 23, '1111': 23, '0100': 70, '1010': 64, '1101': 40, '0111': 38, '0011': 36, '0000': 78, '0010': 127, '1100': 126, '0110': 134, '1000': 124, '0001': 17, '1110': 53, '1001': 33, '0101': 14}","{'H_AFM': 0.5880000000000001, 'H_FM': 0.5880000000000001, 'H_TF': 0.5880000000000001, 'H_XY': 0.5880000000000001, 'H_RF': 0.5880000000000001}",9,"{'H_AFM': 0.5880000000000001, 'H_FM': 0.5880000000000001, 'H_TF': 0.5880000000000001, 'H_XY': 0.5880000000000001, 'H_RF': 0.5880000000000001}",False
55,"{'0000': 80, '0100': 79, '0101': 416, '0001': 425}","{'H_AFM': 1.3279999999999998, 'H_FM': 1.3279999999999998, 'H_TF': 1.3279999999999998, 'H_XY': 1.3279999999999998, 'H_RF': 1.3279999999999998}",9,"{'H_AFM': 1.3279999999999998, 'H_FM': 1.3279999999999998, 'H_TF': 1.3279999999999998, 'H_XY': 1.3279999999999998, 'H_RF': 1.3279999999999998}",False
56,"{'0000': 4, '1100': 5, '1111': 7, '1101': 33, '1010': 186, '0110': 171, '1000': 32, '1001': 187, '0101': 176, '1110': 35, '1011': 34, '0011': 8, '0111': 28, '0100': 33, '0010': 35, '0001': 26}","{'H_AFM': -0.02000000000000001, 'H_FM': -0.02000000000000001, 'H_TF': -0.02000000000000001, 'H_XY': -0.02000000000000001, 'H_RF': -0.02000000000000001}",9,"{'H_AFM': -0.02000000000000001, 'H_FM': -0.02000000000000001, 'H_TF': -0.02000000000000001, 'H_XY': -0.02000000000000001, 'H_RF': -0.02000000000000001}",False
57,"{'1101': 37, '0101': 241, '0000': 198, '0001': 207, '0100': 214, '1001': 35, '1000': 32, '1100': 36}","{'H_AFM': 1.624, 'H_FM': 1.624, 'H_TF': 1.624, 'H_XY': 1.624, 'H_RF': 1.624}",9,"{'H_AFM': 1.624, 'H_FM': 1.624, 'H_TF': 1.624, 'H_XY': 1.624, 'H_RF': 1.624}",False
58,"{'1001': 3, '0000': 1, '0010': 8, '1101': 1, '0110': 10, '1011': 5, '0011': 225, '0111': 233, '1111': 6, '0001': 248, '1110': 2, '0101': 258}","{'H_AFM': 0.009999999999999957, 'H_FM': 0.009999999999999957, 'H_TF': 0.009999999999999957, 'H_XY': 0.009999999999999957, 'H_RF': 0.009999999999999957}",9,"{'H_AFM': 0.009999999999999957, 'H_FM': 0.009999999999999957, 'H_TF': 0.009999999999999957, 'H_XY': 0.009999999999999957, 'H_RF': 0.009999999999999957}",False
59,"{'0100': 141, '0001': 84, '0110': 212, '0000': 55, '0010': 112, '0101': 230, '0011': 49, '0111': 117}","{'H_AFM': 0.6599999999999999, 'H_FM': 0.6599999999999999, 'H_TF': 0.6599999999999999, 'H_XY': 0.6599999999999999, 'H_RF': 0.6599999999999999}",9,"{'H_AFM': 0.6599999999999999, 'H_FM': 0.6599999999999999, 'H_TF': 0.6599999999999999, 'H_XY': 0.6599999999999999, 'H_RF': 0.6599999999999999}",False
60,"{'1111': 18, '1101': 26, '1110': 102, '1001': 25, '0101': 45, '1010': 116, '1011': 12, '0011': 90, '0111': 68, '1100': 106, '0100': 34, '0000': 32, '0010': 84, '1000': 112, '0110': 76, '0001': 54}","{'H_AFM': 0.20800000000000002, 'H_FM': 0.20800000000000002, 'H_TF': 0.20800000000000002, 'H_XY': 0.20800000000000002, 'H_RF': 0.20800000000000002}",9,"{'H_AFM': 0.20800000000000002, 'H_FM': 0.20800000000000002, 'H_TF': 0.20800000000000002, 'H_XY': 0.20800000000000002, 'H_RF': 0.20800000000000002}",False
61,"{'1000': 113, '1100': 93, '1010': 396, '1110': 398}","{'H_AFM': -0.5700000000000001, 'H_FM': -0.5700000000000001, 'H_TF': -0.5700000000000001, 'H_XY': -0.5700000000000001, 'H_RF': -0.5700000000000001}",9,"{'H_AFM': -0.5700000000000001, 'H_FM': -0.5700000000000001, 'H_TF': -0.5700000000000001, 'H_XY': -0.5700000000000001, 'H_RF': -0.5700000000000001}",True
